"","name","class","mass","fall_found","year","lat","long","continent","country","iso3","masscategory"
"8966","dhofar","h",1728,"Found",2004,19.22119,54.95961,"Asia","Oman","OMN","greater than 100g"
"8967","dhofar","l",2467,"Found",2004,19.22878,54.93953,"Asia","Oman","OMN","greater than 100g"
"8968","dhofar","ureilite",1063,"Found",2004,19.75667,54.93667,"Asia","Oman","OMN","greater than 100g"
"8969","dhofar","h",82.6,"Found",2004,19.17117,54.906,"Asia","Oman","OMN","10g to 100g"
"8970","dhofar","h",33,"Found",2004,19.19733,54.91717,"Asia","Oman","OMN","10g to 100g"
"8971","dhofar","h",608.5,"Found",2004,19.23439,54.91681,"Asia","Oman","OMN","greater than 100g"
"8972","dhofar","h",165.3,"Found",2004,19.25317,54.83617,"Asia","Oman","OMN","greater than 100g"
"8973","dhofar","ll",12,"Found",2004,19.258,54.83567,"Asia","Oman","OMN","10g to 100g"
"8974","dhofar","l",213.9,"Found",2004,19.31783,54.7295,"Asia","Oman","OMN","greater than 100g"
"8975","dhofar","h",114.5,"Found",2004,19.22483,54.89417,"Asia","Oman","OMN","greater than 100g"
"8976","frontier mountain","el",20.66,"Found",2004,-72.95514,160.38425,"Antarctica","Antarctica","ATA","10g to 100g"
"8977","frontier mountain","h",1.75,"Found",2004,-72.988,160.40606,"Antarctica","Antarctica","ATA","1g to 10g"
"8978","frontier mountain","h",1.63,"Found",2004,-72.98897,160.40506,"Antarctica","Antarctica","ATA","1g to 10g"
"8979","frontier mountain","h",9.57,"Found",2004,-72.99542,160.39733,"Antarctica","Antarctica","ATA","1g to 10g"
"8980","frontier mountain","h",3.51,"Found",2004,-72.99542,160.39733,"Antarctica","Antarctica","ATA","1g to 10g"
"8981","frontier mountain","h",26.43,"Found",2004,-72.99558,160.39492,"Antarctica","Antarctica","ATA","10g to 100g"
"8982","frontier mountain","h",4.34,"Found",2004,-72.99564,160.394,"Antarctica","Antarctica","ATA","1g to 10g"
"8983","frontier mountain","h",2.25,"Found",2004,-72.99486,160.39028,"Antarctica","Antarctica","ATA","1g to 10g"
"8984","frontier mountain","h",0.73,"Found",2004,-72.99517,160.38925,"Antarctica","Antarctica","ATA","less than 1g"
"8985","frontier mountain","h",1.52,"Found",2004,-72.99486,160.39875,"Antarctica","Antarctica","ATA","1g to 10g"
"8986","frontier mountain","h",0.46,"Found",2004,-72.99453,160.39992,"Antarctica","Antarctica","ATA","less than 1g"
"8987","frontier mountain","h",0.17,"Found",2004,-72.95297,160.44314,"Antarctica","Antarctica","ATA","less than 1g"
"8988","frontier mountain","h",1.94,"Found",2004,-72.95336,160.44256,"Antarctica","Antarctica","ATA","1g to 10g"
"8989","frontier mountain","h",0.41,"Found",2004,-72.95339,160.44231,"Antarctica","Antarctica","ATA","less than 1g"
"8990","frontier mountain","h",12.05,"Found",2004,-72.95233,160.45447,"Antarctica","Antarctica","ATA","10g to 100g"
"8991","frontier mountain","h",8.76,"Found",2004,-72.96133,160.69708,"Antarctica","Antarctica","ATA","1g to 10g"
"8992","frontier mountain","h",16.07,"Found",2004,-72.96433,160.68992,"Antarctica","Antarctica","ATA","10g to 100g"
"8993","frontier mountain","h",5.6,"Found",2004,-72.99394,160.3915,"Antarctica","Antarctica","ATA","1g to 10g"
"8994","frontier mountain","l",6.1,"Found",2004,-72.99503,160.389,"Antarctica","Antarctica","ATA","1g to 10g"
"8995","frontier mountain","h",0.7,"Found",2004,-72.99422,160.40414,"Antarctica","Antarctica","ATA","less than 1g"
"8996","frontier mountain","h",2.29,"Found",2004,-72.95144,160.51233,"Antarctica","Antarctica","ATA","1g to 10g"
"8997","frontier mountain","l",0.85,"Found",2004,-72.95144,160.51436,"Antarctica","Antarctica","ATA","less than 1g"
"8998","frontier mountain","h",0.21,"Found",2004,-72.95161,160.51531,"Antarctica","Antarctica","ATA","less than 1g"
"8999","frontier mountain","l",0.78,"Found",2004,-72.95178,160.50997,"Antarctica","Antarctica","ATA","less than 1g"
"9000","frontier mountain","h",0.41,"Found",2004,-72.95178,160.50997,"Antarctica","Antarctica","ATA","less than 1g"
"9001","frontier mountain","h",0.74,"Found",2004,-72.95222,160.50161,"Antarctica","Antarctica","ATA","less than 1g"
"9002","frontier mountain","h",0.95,"Found",2004,-72.95228,160.50106,"Antarctica","Antarctica","ATA","less than 1g"
"9003","frontier mountain","h",17.16,"Found",2004,-72.95228,160.50106,"Antarctica","Antarctica","ATA","10g to 100g"
"9004","greener reservoir","h",45,"Found",2004,39.49133,-112.942,"North America","United States of America","USA","10g to 100g"
"9005","hammadah al hamra","h",111,"Found",2004,28.8316,12.63217,"Africa","Libya","LBY","greater than 100g"
"9006","hammadah al hamra","h",880,"Found",2004,28.65068,12.69125,"Africa","Libya","LBY","greater than 100g"
"9007","jiddat al harasis","ureilite",5079,"Found",2004,19.63033,55.11517,"Asia","Oman","OMN","greater than 100g"
"9008","jiddat al harasis","h",107.6,"Found",2004,19.24633,55.03983,"Asia","Oman","OMN","greater than 100g"
"9009","kansas state university","h",301,"Found",2004,39.27556,-96.25944,"North America","United States of America","USA","greater than 100g"
"9010","koltsovo","h",20020,"Found",2004,54.7505,36.978,"Europe","Russia","RUS","greater than 100g"
"9011","lucerne valley","l",9.2,"Found",2004,34.48472,-116.96107,"North America","United States of America","USA","1g to 10g"
"9012","maigataridanduma","h",4629,"Fell",2004,12.83333,9.38333,"Africa","Niger","NER","greater than 100g"
"9160","palo verde mine","l",9158,"Found",2004,34.71457,-114.19142,"North America","United States of America","USA","greater than 100g"
"9161","ramlat as sahmah","ureilite",420,"Found",2004,20.17,56.265,"Asia","Oman","OMN","greater than 100g"
"9162","ramlat as sahmah","l",466,"Found",2004,20.72798,56.11592,"Asia","Oman","OMN","greater than 100g"
"9163","ramlat as sahmah","h",146,"Found",2004,20.04683,56.4835,"Asia","Oman","OMN","greater than 100g"
"9164","red dry lake","h",11.3,"Found",2004,35.6448,-114.03452,"North America","United States of America","USA","10g to 100g"
"9165","red dry lake","h",5.25,"Found",2004,35.62682,-114.04373,"North America","United States of America","USA","1g to 10g"
"9166","sayh al uhaymir","h",570,"Found",2004,20.966,57.3255,"Asia","Oman","OMN","greater than 100g"
"9167","sayh al uhaymir","l",690,"Found",2004,21.05517,57.2975,"Asia","Oman","OMN","greater than 100g"
"9168","sayh al uhaymir","l",207,"Found",2004,21.06445,57.29923,"Asia","Oman","OMN","greater than 100g"
"9169","sayh al uhaymir","l",622,"Found",2004,20.573,56.70257,"Asia","Oman","OMN","greater than 100g"
"9170","sayh al uhaymir","l",556,"Found",2004,20.54817,56.67931,"Asia","Oman","OMN","greater than 100g"
"9171","shir","eh",120,"Found",2004,18.49167,53.88167,"Asia","Oman","OMN","greater than 100g"
"9172","shir","l",2579,"Found",2004,18.32883,53.886,"Asia","Oman","OMN","greater than 100g"
"9173","superior valley","h",38.9,"Found",2004,35.23705,-117.01618,"North America","United States of America","USA","10g to 100g"
"9174","lucerne valley","l",5.21,"Found",2004,34.4921,-116.94308,"North America","United States of America","USA","1g to 10g"
"9175","lucerne valley","l",0.84,"Found",2004,34.48975,-116.94277,"North America","United States of America","USA","less than 1g"
"9176","lucerne valley","l",2.17,"Found",2004,34.48595,-116.9637,"North America","United States of America","USA","1g to 10g"
"9177","lucerne valley","l",1.75,"Found",2004,34.48457,-116.96255,"North America","United States of America","USA","1g to 10g"
"9178","lucerne valley","l",106.22,"Found",2004,34.48413,-116.96083,"North America","United States of America","USA","greater than 100g"
"9179","lucerne valley","l",38.56,"Found",2004,34.487,-116.96512,"North America","United States of America","USA","10g to 100g"
"9180","lucerne valley","l",10.32,"Found",2004,34.48742,-116.9735,"North America","United States of America","USA","10g to 100g"
"9181","lucerne valley","l",30.43,"Found",2004,34.48613,-116.9739,"North America","United States of America","USA","10g to 100g"
"9182","lucerne valley","h",2.29,"Found",2004,34.48667,-116.95833,"North America","United States of America","USA","1g to 10g"
"9185","sayh al uhaymir","ch",1796,"Found",2004,21.07544,57.14703,"Asia","Oman","OMN","greater than 100g"
"9368","dhofar","h",63.5,"Found",2004,19.15547,54.5555,"Asia","Oman","OMN","10g to 100g"
"9369","dhofar","h",737.4,"Found",2004,19.30022,54.85844,"Asia","Oman","OMN","greater than 100g"
"9370","dhofar","l",108.3,"Found",2004,19.36947,54.83828,"Asia","Oman","OMN","greater than 100g"
"9371","dhofar","h",423.5,"Found",2004,19.26831,54.84694,"Asia","Oman","OMN","greater than 100g"
"9372","dhofar","l",4230,"Found",2004,19.21939,54.91858,"Asia","Oman","OMN","greater than 100g"
"9373","dhofar","ll",153.9,"Found",2004,19.22478,54.92317,"Asia","Oman","OMN","greater than 100g"
"9374","dhofar","h",69.3,"Found",2004,19.23139,54.92333,"Asia","Oman","OMN","10g to 100g"
"9375","dhofar","l",4.7,"Found",2004,19.33057,54.79238,"Asia","Oman","OMN","1g to 10g"
"9376","dhofar","l",3.4,"Found",2004,19.33265,54.79373,"Asia","Oman","OMN","1g to 10g"
"9377","dhofar","l",470,"Found",2004,18.15363,54.10562,"Asia","Oman","OMN","greater than 100g"
"9378","dhofar","h",316,"Found",2004,19.091944,54.805556,"Asia","Oman","OMN","greater than 100g"
"9379","jiddat al harasis","ll",118.1,"Found",2004,19.24414,55.03597,"Asia","Oman","OMN","greater than 100g"
"9380","sayh al uhaymir","l",9.6,"Found",2004,20.99245,57.3233,"Asia","Oman","OMN","1g to 10g"
"9381","sayh al uhaymir","h",70.5,"Found",2004,21.04753,57.31763,"Asia","Oman","OMN","10g to 100g"
"9382","sayh al uhaymir","h",253.9,"Found",2004,21.11363,56.81103,"Asia","Oman","OMN","greater than 100g"
"9383","sayh al uhaymir","h",9.3,"Found",2004,21.0689,57.31327,"Asia","Oman","OMN","1g to 10g"
"9384","sayh al uhaymir","h",2.6,"Found",2004,21.00295,57.32363,"Asia","Oman","OMN","1g to 10g"
"9385","sayh al uhaymir","h",373,"Found",2004,20.52693,57.13433,"Asia","Oman","OMN","greater than 100g"
"9386","sayh al uhaymir","l",201.1,"Found",2004,20.5274,57.13517,"Asia","Oman","OMN","greater than 100g"
"9387","sayh al uhaymir","h",3,"Found",2004,21.00382,57.26387,"Asia","Oman","OMN","1g to 10g"
"9388","jiddat al harasis","l",263,"Found",2004,19.75707,56.66787,"Asia","Oman","OMN","greater than 100g"
"9389","jiddat al harasis","l",4235,"Found",2004,19.6604,56.96172,"Asia","Oman","OMN","greater than 100g"
"9390","jiddat al harasis","l",38.5,"Found",2004,19.64747,55.74997,"Asia","Oman","OMN","10g to 100g"
"9391","jiddat al harasis","h",411,"Found",2004,19.673267,55.742217,"Asia","Oman","OMN","greater than 100g"
"9392","jiddat al harasis","h",112.8,"Found",2004,19.76752,55.70583,"Asia","Oman","OMN","greater than 100g"
"9393","jiddat al harasis","l",442,"Found",2004,19.74212,55.71987,"Asia","Oman","OMN","greater than 100g"
"9394","jiddat al harasis","l",32.5,"Found",2004,19.64878,55.75525,"Asia","Oman","OMN","10g to 100g"
"9395","jiddat al harasis","h",10.8,"Found",2004,19.64607,55.76125,"Asia","Oman","OMN","10g to 100g"
"9396","jiddat al harasis","l",1000,"Found",2004,19.77455,56.72408,"Asia","Oman","OMN","greater than 100g"
"9397","sayh al uhaymir","l",259,"Found",2004,20.6004,57.16395,"Asia","Oman","OMN","greater than 100g"
"9398","sayh al uhaymir","h",387,"Found",2004,20.60342,57.16427,"Asia","Oman","OMN","greater than 100g"
"9399","sayh al uhaymir","h",613,"Found",2004,20.60837,57.16007,"Asia","Oman","OMN","greater than 100g"
"9400","sayh al uhaymir","h",168.5,"Found",2004,21.04395,56.965,"Asia","Oman","OMN","greater than 100g"
"9401","sayh al uhaymir","l",4780,"Found",2004,21.00987,57.03862,"Asia","Oman","OMN","greater than 100g"
"9402","sayh al uhaymir","l",190.5,"Found",2004,20.79367,57.17375,"Asia","Oman","OMN","greater than 100g"
"9403","sayh al uhaymir","h",1.6,"Found",2004,20.99838,57.31972,"Asia","Oman","OMN","1g to 10g"
"9404","sayh al uhaymir","h",221.5,"Found",2004,20.79087,57.18352,"Asia","Oman","OMN","greater than 100g"
"9405","sayh al uhaymir","l",191.1,"Found",2004,21.06858,57.30132,"Asia","Oman","OMN","greater than 100g"
"9406","sayh al uhaymir","h",32.5,"Found",2004,21.05613,57.29243,"Asia","Oman","OMN","10g to 100g"
"9407","sayh al uhaymir","l",15.7,"Found",2004,21.0596,57.28343,"Asia","Oman","OMN","10g to 100g"
"9408","sayh al uhaymir","l",10.2,"Found",2004,21.06242,57.2758,"Asia","Oman","OMN","10g to 100g"
"9409","sayh al uhaymir","l",20.2,"Found",2004,21.06985,57.26393,"Asia","Oman","OMN","10g to 100g"
"9410","sayh al uhaymir","l",51.1,"Found",2004,20.59833,57.16323,"Asia","Oman","OMN","10g to 100g"
"9411","sayh al uhaymir","ll",3.8,"Found",2004,21.00825,57.3327,"Asia","Oman","OMN","1g to 10g"
"9412","sayh al uhaymir","l",1.2,"Found",2004,21.00295,57.32738,"Asia","Oman","OMN","1g to 10g"
"9413","sayh al uhaymir","l",313,"Found",2004,21.06417,57.29887,"Asia","Oman","OMN","greater than 100g"
"9414","sacramento wash","h",892.8,"Found",2004,34.75635,-114.2343,"North America","United States of America","USA","greater than 100g"
"9415","sacramento wash","h",89.2,"Found",2004,34.75873,-114.23342,"North America","United States of America","USA","10g to 100g"
"9416","sacramento wash","h",28.6,"Found",2004,34.75078,-114.22717,"North America","United States of America","USA","10g to 100g"
"9473","orlando","eucrite",180,"Fell",2004,28.5475,-81.36222,"North America","United States of America","USA","greater than 100g"
"9474","knigsbrck","h",51.8,"Found",2004,51.26667,13.9,"Europe","Germany","DEU","10g to 100g"
"9475","dhofar","h",43600,"Found",2004,18.27833,54.285,"Asia","Oman","OMN","greater than 100g"
"9476","dhofar","l",37000,"Found",2004,18.63333,54.42167,"Asia","Oman","OMN","greater than 100g"
"9477","dhofar","ll",1211.3,"Found",2004,18.57,54.42333,"Asia","Oman","OMN","greater than 100g"
"9478","dhofar","l",104,"Found",2004,18.34495,54.25875,"Asia","Oman","OMN","greater than 100g"
"9479","dhofar","h",192,"Found",2004,18.72992,54.37463,"Asia","Oman","OMN","greater than 100g"
"9480","dhofar","h",204,"Found",2004,19.29105,54.5635,"Asia","Oman","OMN","greater than 100g"
"9481","dhofar","h",154,"Found",2004,18.81833,54.455,"Asia","Oman","OMN","greater than 100g"
"9482","dhofar","h",104,"Found",2004,19.29667,54.56833,"Asia","Oman","OMN","greater than 100g"
"9483","jiddat al harasis","h",36,"Found",2004,19.62333,55.01,"Asia","Oman","OMN","10g to 100g"
"9484","sayh al uhaymir","h",214,"Found",2004,21.00167,57.31167,"Asia","Oman","OMN","greater than 100g"
"9485","sayh al uhaymir","l",278,"Found",2004,20.61167,56.755,"Asia","Oman","OMN","greater than 100g"
"9486","sayh al uhaymir","h",412,"Found",2004,20.68,56.815,"Asia","Oman","OMN","greater than 100g"
"9487","sayh al uhaymir","h",4,"Found",2004,21.01167,57.31167,"Asia","Oman","OMN","1g to 10g"
"9488","sayh al uhaymir","h",6,"Found",2004,21.01333,57.315,"Asia","Oman","OMN","1g to 10g"
"9489","sayh al uhaymir","l",10,"Found",2004,21.005,57.31167,"Asia","Oman","OMN","1g to 10g"
"9490","sayh al uhaymir","h",8,"Found",2004,20.995,57.32667,"Asia","Oman","OMN","1g to 10g"
"9491","sayh al uhaymir","h",70,"Found",2004,20.99833,57.31167,"Asia","Oman","OMN","10g to 100g"
"9492","sayh al uhaymir","h",550,"Found",2004,21.09,57.25833,"Asia","Oman","OMN","greater than 100g"
"9493","sayh al uhaymir","h",18,"Found",2004,21.075,57.26333,"Asia","Oman","OMN","10g to 100g"
"9494","sayh al uhaymir","l",220,"Found",2004,21.09833,57.27833,"Asia","Oman","OMN","greater than 100g"
"9495","sayh al uhaymir","h",76,"Found",2004,21.005,57.325,"Asia","Oman","OMN","10g to 100g"
"9496","sayh al uhaymir","l",1352,"Found",2004,21.00833,57.31,"Asia","Oman","OMN","greater than 100g"
"9497","jiddat al harasis","ll",248,"Found",2004,19.73333,55.73333,"Asia","Oman","OMN","greater than 100g"
